FLG2013_FLG_ID_000273_42328,58.7140560000
FLG2013_FLG_ID_002332_53902,0.7749630000
FLG2013_FLG_ID_001433_51362,26.2822740000
FLG2013_FLG_ID_003231_55576,1.2490550000
FLG2013_FLG_ID_001004_48834,20.1903790000
FLG2013_FLG_ID_003403_55949,0.8588260000
FLG2013_FLG_ID_004310_61268,10.5135760000
FLG2013_FLG_ID_003093_55350,1.1327370000
FLG2013_FLG_ID_005147_88749,4.6634830000
FLG2013_FLG_ID_003699_56468,7.5743100000
FLG2013_FLG_ID_005398_92313,88.7436460000
FLG2013_FLG_ID_004286_61126,0.8840650000
FLG2013_FLG_ID_000869_47961,77.2452480000
FLG2013_FLG_ID_001648_52113,1.1166260000
FLG2013_FLG_ID_003120_55383,0.5390480000
FLG2013_FLG_ID_004410_61582,1.0055390000
FLG2013_FLG_ID_000388_43232,58.1673220000
FLG2013_FLG_ID_003128_55395,1.0055430000
FLG2013_FLG_ID_003391_55930,0.7339120000
FLG2013_FLG_ID_003200_55533,0.2485630000
FLG2013_FLG_ID_000654_45505,10.7792670000
FLG2013_FLG_ID_004333_61333,1.2373000000
FLG2013_FLG_ID_001447_51397,62.7469210000
FLG2013_FLG_ID_002167_53609,3.9138390000
FLG2013_FLG_ID_002690_54518,0.9737270000
FLG2013_FLG_ID_004747_69136,0.8164580000
FLG2013_FLG_ID_004239_60921,48.7454770000
FLG2013_FLG_ID_002084_53428,0.7629830000
FLG2013_FLG_ID_000509_44538,13.3565600000
FLG2013_FLG_ID_003337_55801,0.6944170000
FLG2013_FLG_ID_003081_55321,0.6434310000
FLG2013_FLG_ID_004993_79313,0.9094540000
FLG2013_FLG_ID_005779_95442,78.7895960000
FLG2013_FLG_ID_001901_52867,14.7244570000
FLG2013_FLG_ID_003117_55380,0.6104820000
FLG2013_FLG_ID_004396_61568,0.9979300000
FLG2013_FLG_ID_005344_91608,0.7967620000
FLG2013_FLG_ID_000585_44918,12.5392610000
FLG2013_FLG_ID_001566_51744,28.9240160000
FLG2013_FLG_ID_000909_48362,5.6258210000
FLG2013_FLG_ID_004607_62912,38.8738740000
FLG2013_FLG_ID_002799_54784,2.1421330000
FLG2013_FLG_ID_002779_54743,1.4707960000
FLG2013_FLG_ID_001151_50080,91.3522310000
FLG2013_FLG_ID_001101_49608,23.3754180000
FLG2013_FLG_ID_001782_52491,19.5022350000
FLG2013_FLG_ID_000381_43220,186.1409390000
FLG2013_FLG_ID_004034_60081,90.3586970000
FLG2013_FLG_ID_004047_60098,69.5392100000
FLG2013_FLG_ID_002777_54726,0.0667250000
FLG2013_FLG_ID_005005_79345,10.1047880000
FLG2013_FLG_ID_001027_49058,1.0925760000
FLG2013_FLG_ID_005889_99755,8.5135430000
FLG2013_FLG_ID_001992_53193,5.3326000000
FLG2013_FLG_ID_004862_69350,43.4997040000
FLG2013_FLG_ID_004920_75736,146.5715770000
FLG2013_FLG_ID_005056_79434,62.2164040000
FLG2013_FLG_ID_005209_89547,13.7039060000
FLG2013_FLG_ID_003712_56494,0.6291110000
FLG2013_FLG_ID_003102_55365,0.7345040000
FLG2013_FLG_ID_001676_52178,0.0663810000
FLG2013_FLG_ID_003920_56862,0.4066000000
FLG2013_FLG_ID_005555_95016,6.5518970000
FLG2013_FLG_ID_001984_53177,8.3151040000
FLG2013_FLG_ID_005396_92220,0.8167360000
FLG2013_FLG_ID_003344_55809,1.0227000000
FLG2013_FLG_ID_005231_90988,34.1669120000
FLG2013_FLG_ID_002679_54503,0.4300180000
FLG2013_FLG_ID_003109_55372,0.6203560000
FLG2013_FLG_ID_002162_53593,0.7821310000
FLG2013_FLG_ID_003942_56897,0.8015760000
FLG2013_FLG_ID_003010_55153,0.8461470000
FLG2013_FLG_ID_001379_51152,6.6939690000
FLG2013_FLG_ID_004757_69155,1.3024370000
FLG2013_FLG_ID_002083_53424,6.2060860000
FLG2013_FLG_ID_003462_56063,1.3939040000
FLG2013_FLG_ID_001989_53188,1.4023520000
FLG2013_FLG_ID_000819_47723,4.7868530000
FLG2013_FLG_ID_001478_51478,20.6490510000
FLG2013_FLG_ID_005738_95379,9.2484820000
FLG2013_FLG_ID_001640_52102,0.7044950000
FLG2013_FLG_ID_000249_42066,98.0108660000
FLG2013_FLG_ID_003387_55922,2.3634070000
FLG2013_FLG_ID_000593_44962,105.6584700000
FLG2013_FLG_ID_004260_61015,10.7272380000
FLG2013_FLG_ID_005771_95425,1.5354990000
FLG2013_FLG_ID_000233_41952,108.1274770000
FLG2013_FLG_ID_001391_51203,0.8335590000
FLG2013_FLG_ID_002977_55106,1.0908300000
FLG2013_FLG_ID_002091_53438,5.0957880000
FLG2013_FLG_ID_003457_56052,0.9889630000
FLG2013_FLG_ID_001638_52092,5.6479400000
FLG2013_FLG_ID_002201_53681,7.1413920000
FLG2013_FLG_ID_005094_83761,2.5940680000
FLG2013_FLG_ID_002350_53930,0.8039510000
FLG2013_FLG_ID_004393_61565,1.5962680000
FLG2013_FLG_ID_003362_55834,5.7104350000
FLG2013_FLG_ID_003635_56346,0.8372340000
FLG2013_FLG_ID_003811_56648,1.4846700000
FLG2013_FLG_ID_002357_53939,2.6285840000
FLG2013_FLG_ID_003859_56720,2.0817560000
FLG2013_FLG_ID_001736_52330,1.7209640000
FLG2013_FLG_ID_000051_32838,12.3709650000
FLG2013_FLG_ID_005256_91081,13.1964270000
FLG2013_FLG_ID_004647_63194,0.9103560000
FLG2013_FLG_ID_000056_32846,27.3436920000
FLG2013_FLG_ID_002715_54566,4.2392020000
FLG2013_FLG_ID_003824_56666,0.5686420000
FLG2013_FLG_ID_001468_51447,49.0759610000
FLG2013_FLG_ID_002386_53992,0.6512610000
FLG2013_FLG_ID_005293_91228,0.5870190000
FLG2013_FLG_ID_004682_63341,48.9102790000
FLG2013_FLG_ID_000681_45722,14.5290640000
FLG2013_FLG_ID_002438_54091,2.4242560000
