,FLID,TID,ZTBFQ,VNIID,TBFQ
0,FLG2013_FLG_ID_002690_54518,4849a94c-52a2-41bf-b510-9563a0b9b992,0.9845890410958904,4849a94c-52a2-41bf-b510-9563a0b9b992,0.9853420195439739
1,FLG2013_FLG_ID_003736_56533,463ec6a3-d522-4058-9778-9fbeb88876a8,0.9621960028894775,463ec6a3-d522-4058-9778-9fbeb88876a8,0.9910907777510234
0,FLG2013_FLG_ID_000432_43635,63e1c406-1c32-4a68-81bf-43cb9eaf95bc,0.9406937709809773,63e1c406-1c32-4a68-81bf-43cb9eaf95bc,1.0324345447440406
0,FLG2013_FLG_ID_002635_54434,506027a4-4f65-4fe7-8bd3-e928b14e645b,1.0,506027a4-4f65-4fe7-8bd3-e928b14e645b,1.0
0,FLG2013_FLG_ID_002694_54523,92adf282-1fcf-4311-b713-1bedeafe3e7a,1.0,92adf282-1fcf-4311-b713-1bedeafe3e7a,1.0
1,FLG2013_FLG_ID_001463_51433,b9ce57fc-a898-44bb-a664-1245d66d04f6,1.060986663213777,b9ce57fc-a898-44bb-a664-1245d66d04f6,1.0600535509371414
0,FLG2013_FLG_ID_001888_52842,fc38a905-4245-43f8-8a4f-a387fa9336f4,1.1246757738198168,fc38a905-4245-43f8-8a4f-a387fa9336f4,1.124236252545825
1,FLG2013_FLG_ID_002149_53554,6ff60ba8-0587-499c-a91c-6e0b6ff07342,1.165432098765432,6ff60ba8-0587-499c-a91c-6e0b6ff07342,1.160671462829736
0,FLG2013_FLG_ID_003578_56240,d359df14-c19c-463b-997c-9d1bdef30dd9,1.0,d359df14-c19c-463b-997c-9d1bdef30dd9,1.0
0,FLG2013_FLG_ID_004721_69093,4c700071-da54-42da-8e69-b01c8047a497,1.1231912397340633,4c700071-da54-42da-8e69-b01c8047a497,1.1212938005390836
0,FLG2013_FLG_ID_002824_54826,9f143705-a546-4513-b755-5bb3aaaaf35c,1.0,9f143705-a546-4513-b755-5bb3aaaaf35c,1.0
1,FLG2013_FLG_ID_002335_53905,d5b153c4-87ea-4856-bb9e-fea2fbb08204,1.0,d5b153c4-87ea-4856-bb9e-fea2fbb08204,1.0
0,FLG2013_FLG_ID_004189_60772,59e6b29e-f1f6-4a74-b832-ab6c04f7a5a3,1.4064156206415621,59e6b29e-f1f6-4a74-b832-ab6c04f7a5a3,1.403042876901798
1,FLG2013_FLG_ID_002065_53394,b9deb950-7a0a-4210-9ee7-2bf15860f8bb,1.0496078015687937,b9deb950-7a0a-4210-9ee7-2bf15860f8bb,1.0483770932396113
2,FLG2013_FLG_ID_002185_53653,e44e999d-7001-4fe8-bb74-facaba73db57,1.1333333333333333,e44e999d-7001-4fe8-bb74-facaba73db57,1.1306397306397307
3,FLG2013_FLG_ID_000842_47781,6019d1da-ac29-4a44-913c-1a2b0bb221b5,1.04412465866239,6019d1da-ac29-4a44-913c-1a2b0bb221b5,1.0438963390970635
0,FLG2013_FLG_ID_000276_42335,d35f6ed9-99eb-42e6-b5ae-aa87fba5475e,1.4396117900790797,d35f6ed9-99eb-42e6-b5ae-aa87fba5475e,1.4446522333309357
1,FLG2013_FLG_ID_003538_56165,b3fb0cc6-425b-4ceb-8fc6-10127b8c1750,0.9949443882709808,b3fb0cc6-425b-4ceb-8fc6-10127b8c1750,0.9952335557673975
0,FLG2013_FLG_ID_000756_47208,4b076956-27a3-45a0-aa58-889d40f61418,0.9961141632051453,4b076956-27a3-45a0-aa58-889d40f61418,1.0041538255393274
